NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
353.965518	12.512059	353.039883	3.320523
354.007089	12.527332	353.112683	3.320523
354.046816	12.527332	353.153722	3.256266
354.087994	12.527332	353.196818	3.256266
354.132560	12.506762	353.238988	3.256266
354.170337	12.506762	353.281851	3.249584
354.213511	12.506762	353.322210	3.249584
354.250740	12.491771	353.359989	3.249584
354.300260	12.491771	353.401589	3.255332
354.337623	12.491771	353.441782	3.255332
354.373936	12.491771	353.480254	3.255332
354.418535	12.519295	353.519176	3.242489
354.460503	12.519295	353.559141	3.242489
354.497267	12.519295	353.598299	3.242489
354.572877	12.538305	353.636366	3.242489
354.611794	12.538305	353.682429	3.220157
354.652935	12.512863	353.722006	3.220157
354.695980	12.512863	353.786678	3.220157
354.735267	12.512863	353.832192	3.230544
354.777765	12.512863	353.869994	3.230544
354.824660	12.540526	353.911678	3.230544
354.865211	12.540526	353.953557	3.237140
354.905654	12.540526	354.021772	3.237140
354.952348	12.536310	354.064997	3.261420
354.992556	12.536310	354.108619	3.261420
355.034331	12.536310	354.150080	3.261420
355.074661	12.553007	354.189700	3.268733
355.117767	12.553007	354.255067	3.268733
355.158055	12.553007	354.292628	3.268733
355.227554	12.551740	354.334041	3.269152
355.270116	12.551740	354.372895	3.269152
355.308754	12.551740	354.410439	3.269152
355.354361	12.523947	354.449823	3.269152
355.395110	12.523947	354.496479	3.262030
355.465622	12.535605	354.533253	3.262030
355.509790	12.535605	354.594177	3.282969
355.546556	12.535605	354.636722	3.282969
355.591950	12.532911	354.677581	3.282969
355.633333	12.532911	354.720179	3.301963
355.697547	12.532911	354.760338	3.301963
355.741639	12.414587	354.801699	3.301963
355.779311	12.414587	354.839454	3.301963
355.822899	12.414587	354.879976	3.335520
355.862720	12.404625	354.919878	3.335520
355.914507	12.404625	354.958311	3.335520
355.951337	12.404625	354.999290	3.332299
355.992706	12.376621	355.038620	3.332299
356.036112	12.376621	355.075994	3.332299
356.074569	12.376621	355.112590	3.332299
356.116251	12.378521	355.153814	3.351380
356.167103	12.378521	355.192939	3.351380
356.204640	12.378521	355.229195	3.351380
356.245517	12.378521	355.270112	3.358250
356.290431	12.379943	355.331887	3.358250
356.351644	12.379943	355.369977	3.358250
356.395612	12.367862	355.415681	3.381810
356.435121	12.367862	355.458339	3.381810
356.476147	12.367862	355.496105	3.381810
356.517952	12.361236	355.538659	3.400486
356.586996	12.361236	355.579667	3.400486
356.628374	12.361236	355.621003	3.400486
356.668261	12.317951	355.662730	3.396920
356.711128	12.317951	355.715698	3.396920
356.750351	12.317951	355.752924	3.396920
356.823532	12.330117	355.791723	3.384642
356.865952	12.330117	355.838022	3.384642
356.904167	12.330117	355.876563	3.384642
356.948060	12.330924	355.947140	3.390229
356.988218	12.330924	355.987456	3.390229
357.059721	12.323589	356.023890	3.390229
357.105361	12.323589	356.065959	3.394115
357.142982	12.323589	356.108064	3.394115
357.185996	12.349353	356.167341	3.394115
357.227330	12.349353	356.209885	3.393255
357.291932	12.349353	356.250750	3.393255
357.337487	12.330914	356.292499	3.393255
357.374333	12.330914	356.335558	3.364718
357.412421	12.330914	356.386162	3.364718
357.456646	12.325384	356.424755	3.364718
357.498146	12.325384	356.465122	3.325228
357.560701	12.325384	356.507533	3.325228
357.606484	12.331132	356.548157	3.325228
357.646276	12.331132	356.587047	3.325228
357.689791	12.331132	356.630214	4.828997
357.733389	12.343673	356.669531	4.828997
357.796091	12.343673	356.731195	4.860719
357.838742	12.341907	356.772389	4.860719
357.878326	12.341907	356.808418	4.860719
357.922946	12.341907	356.850613	4.860719
357.960920	12.341907	356.894516	4.872842
358.030870	12.335080	356.963570	4.872842
358.073713	12.335080	357.003066	4.848933
358.111811	12.352405	357.043375	4.848933
358.157441	12.352405	357.084162	4.848933
358.197754	12.352405	357.122408	4.874718
358.265895	12.359743	357.162506	4.874718
358.308923	12.359743	357.201415	4.874718
358.345133	12.359743	357.243550	4.874718
358.389526	12.374774	357.286199	4.856749
358.432582	12.374774	357.344229	4.856749
358.497203	12.374774	357.381166	4.856749
358.541341	12.363893	357.425682	4.887326
358.579420	12.363893	357.470191	4.887326
358.617760	12.363893	357.508928	4.887326
358.662879	12.358546	357.577922	4.877507
358.704106	12.358546	357.618171	4.877507
358.765837	12.358546	357.653542	4.877507
358.810550	12.380773	357.701233	4.884065
358.847939	12.380773	357.763501	4.884065
358.891508	12.380773	357.803672	4.862809
358.932888	12.396469	357.843464	4.862809
358.998868	12.396469	357.880443	4.862809
359.041525	12.387210	357.919554	4.858159
359.081371	12.387210	357.962995	4.858159
359.125406	12.387210	358.001615	4.858159
359.163624	12.387210	358.039354	4.858159
359.233171	12.383490	358.087565	4.859515
359.274575	12.383490	358.125287	4.859515
359.315318	12.404943	358.188680	4.794377
359.359990	12.404943	358.229373	4.794377
359.398787	12.404943	358.273046	4.794377
359.464749	12.395087	358.317096	4.739413
359.507531	12.395087	358.363081	4.739413
359.546073	12.395087	358.403320	4.739413
359.591801	12.429142	358.441722	4.739413
359.633314	12.429142	358.482120	4.707040
359.700045	12.429142	358.522354	4.707040
359.745006	12.413469	358.561965	4.707040
359.782378	12.413469	358.603057	4.636092
359.823920	12.413469	358.640579	4.636092
359.867082	12.406170	358.678245	4.636092
359.931991	12.406170	358.717305	4.606465
359.969045	12.406170	358.760517	4.606465
360.012374	12.433083	358.800750	4.606465
360.053010	12.433083	358.838789	4.606465
360.093853	12.433083	358.880622	4.537980
360.136753	12.450330	358.921091	4.537980
360.179888	12.450330	358.989792	4.480734
360.220976	12.450330	359.033988	4.480734
360.294430	12.478994	359.073069	4.480734
360.337787	12.478994	359.117873	4.480734
360.375827	12.478994	359.164642	4.412915
360.423350	12.472333	359.223291	4.412915
360.464415	12.472333	359.262938	4.362642
360.527458	12.479959	359.302711	4.362642
360.571809	12.479959	359.343096	4.362642
360.608268	12.479959	359.380547	4.362642
360.651999	12.480292	359.421964	4.312810
360.693584	12.480292	359.465745	4.312810
360.759883	12.480292	359.505666	4.312810
360.806107	12.472824	359.581465	4.237007
360.844984	12.472824	359.621965	4.237007
360.887880	12.472824	359.659901	4.237007
360.929049	12.524558	359.705153	4.166257
360.980348	12.524558	359.767470	4.166257
361.016614	12.524558	359.809394	4.100681
361.057852	12.488816	359.851223	4.100681
361.102350	12.488816	359.887857	4.100681
361.141243	12.488816	359.929080	4.035065
361.216662	12.491705	359.971277	4.035065
361.256635	12.491705	360.008964	4.035065
361.293132	12.491705	360.046497	4.035065
361.340405	12.504965	360.093969	3.958174
361.380442	12.504965	360.132838	3.958174
361.418555	12.504965	360.205073	3.874315
361.464293	12.515372	360.247274	3.874315
361.503243	12.515372	360.288014	3.874315
361.545820	12.515372	360.335719	3.783667
361.585156	12.518348	360.384508	3.783667
361.631610	12.518348	360.428028	3.783667
361.670597	12.518348	360.471129	3.709961
361.744047	12.529781	360.511912	3.709961
361.787586	12.529781	360.550541	3.709961
361.825056	12.529781	360.589487	3.637031
361.871199	12.517554	360.634494	3.637031
361.911851	12.517554	360.670785	3.637031
361.977431	12.517554	360.739624	3.571132
362.022802	12.505982	360.780247	3.571132
362.060239	12.505982	360.817429	3.571132
362.101416	12.505982	360.880704	3.498080
362.144930	12.525115	360.922237	3.498080
362.210840	12.525115	360.958248	3.498080
362.255721	12.519348	360.999238	3.436149
362.295559	12.519348	361.043795	3.436149
362.341596	12.519348	361.081054	3.436149
362.378550	12.519348	361.148104	3.383620
362.429311	12.506086	361.187243	3.383620
362.466288	12.506086	361.224380	3.383620
362.508918	12.506086	361.266273	3.312927
362.548480	12.517492	361.312527	3.312927
362.587793	12.517492	361.353201	3.312927
362.627986	12.517492	361.434356	3.251780
362.700109	12.520764	361.475027	3.251780
362.738659	12.520764	361.519188	3.203353
362.778659	12.520764	361.564017	3.203353
362.822024	12.416211	361.603323	3.203353
362.862609	12.416211	361.661871	3.153802
362.899848	12.416211	361.702671	3.153802
362.947356	12.407200	361.739836	3.153802
362.984746	12.407200	361.778211	3.153802
363.024178	12.407200	361.821015	3.147245
363.092911	12.383583	361.858814	3.147245
363.132154	12.383583	361.897355	3.147245
363.169298	12.383583	361.944300	3.124745
363.210788	12.388792	361.981325	3.124745
363.251386	12.388792	362.050084	3.124745
363.290164	12.388792	362.092134	3.094265
363.339662	12.389932	362.135232	3.094265
363.377715	12.389932	362.176466	3.094265
363.415588	12.389932	362.219920	3.092223
363.486288	12.364329	362.259597	3.092223
363.526380	12.364329	362.297602	3.092223
363.563893	12.364329	362.340455	3.097544
363.605776	12.360203	362.381219	3.097544
363.645695	12.360203	362.419165	3.097544
363.683325	12.360203	362.457247	3.097544
363.727046	12.343602	362.501471	3.094191
363.766181	12.343602	362.538807	3.094191
363.805278	12.343602	362.577489	3.094191
363.847495	12.323302	362.623562	3.152524
363.888647	12.323302	362.663670	3.152524
363.932151	12.323302	362.728842	3.109386
363.971816	12.323302	362.770112	3.109386
364.022120	12.322394	362.806911	3.109386
364.059805	12.322394	362.847808	3.109386
364.102818	12.322394	362.890723	3.113963
364.145770	12.338100	362.960560	3.113963
364.187840	12.338100	363.004302	3.120163
364.225271	12.338100	363.044269	3.120163
364.268692	12.321095	363.084307	3.120163
364.318369	12.321095	363.125673	3.142526
364.359635	12.321095	363.199642	3.142526
364.399953	12.310731	363.237852	3.142526
364.443762	12.310731	363.281651	3.156472
364.483687	12.310731	363.319999	3.156472
364.548804	12.322716	363.357396	3.156472
364.590800	12.322716	363.400840	3.166132
364.628028	12.322716	363.443794	3.166132
364.674515	12.320289	363.482544	3.166132
364.714594	12.320289	363.543365	3.184904
364.782643	12.339415	363.582893	3.184904
364.825982	12.339415	363.620656	3.184904
364.862766	12.339415	363.664147	3.199909
364.903743	12.339415	363.707966	3.199909
364.945444	12.327827	363.746078	3.199909
365.019049	12.327827	363.809818	3.219210
365.064738	12.313601	363.850488	3.219210
365.102343	12.313601	363.888996	3.219210
365.140951	12.313601	363.932548	3.249087
365.184295	12.348285	363.976416	3.249087
365.227155	12.348285	364.014260	3.249087
365.297809	12.348285	364.074567	3.232049
365.343551	12.348697	364.115945	3.232049
365.383287	12.348697	364.153192	3.232049
365.425045	12.348697	364.191638	3.226152
365.466458	12.359302	364.239436	3.226152
365.532835	12.359302	364.276449	3.226152
365.575244	12.359302	364.339476	3.245872
365.615086	12.352078	364.381381	3.245872
365.657997	12.352078	364.418048	3.245872
365.695458	12.352078	364.463403	3.250270
365.767113	12.350516	364.501299	3.250270
365.808942	12.350516	364.568603	3.250270
365.849960	12.347589	364.610395	3.256189
365.894165	12.347589	364.652094	3.256189
365.931166	12.347589	364.690689	3.256189
366.000727	12.370207	364.732046	3.244125
366.044374	12.370207	364.787325	3.244125
366.081066	12.370207	364.824727	3.244125
366.125518	12.403788	364.867344	3.218623
366.166557	12.403788	364.906641	3.218623
366.233999	12.403788	364.945303	3.218623
366.279361	12.375687	364.981417	3.218623
366.318146	12.375687	365.025320	3.228024
366.359834	12.375687	365.067921	3.228024
366.400464	12.378473	365.106514	3.228024
366.469023	12.378473	365.177481	4.830346
366.507963	12.378473	365.216400	4.830346
366.548218	12.392349	365.257711	4.833250
366.588199	12.392349	365.300078	4.833250
366.629086	12.392349	365.336572	4.833250
366.670552	12.408401	365.397846	4.841956
366.715271	12.408401	365.437973	4.841956
366.754004	12.408401	365.476830	4.841956
366.828878	12.415638	365.514138	4.841956
366.870887	12.415638	365.554950	4.842257
366.910018	12.395339	365.591501	4.842257
366.956559	12.395339	365.631527	4.842257
366.993759	12.395339	365.680021	4.861491
367.063128	12.402352	365.717484	4.861491
367.107187	12.402352	365.789048	4.843975
367.143394	12.402352	365.835312	4.843975
367.183181	12.411426	365.876959	4.843975
367.226989	12.411426	365.919083	4.859534
367.262613	12.411426	365.961035	4.859534
367.300667	12.411426	366.001579	4.859534
367.346195	12.439862	366.040479	4.859534
367.389107	12.439862	366.084137	4.871988
367.426721	12.439862	366.122802	4.871988
367.472653	12.453223	366.161109	4.871988
367.511998	12.453223	366.203595	4.859505
367.554879	12.453223	366.242349	4.859505
367.598364	12.444748	366.280514	4.859505
367.641110	12.444748	366.320060	4.871429
367.680291	12.444748	366.365880	4.871429
367.723221	12.476268	366.406202	4.871429
367.784772	12.476268	366.445430	4.871429
367.823526	12.476268	366.485093	4.833918
367.865983	12.486435	366.524979	4.833918
367.907542	12.486435	366.571387	4.833918
367.947607	12.486435	366.611392	4.826545
367.986830	12.488335	366.653589	4.826545
368.027526	12.488335	366.690718	4.826545
368.067422	12.488335	366.734214	4.779935
368.105711	12.488335	366.778875	4.779935
368.149139	12.489018	366.816681	4.779935
368.187835	12.489018	366.889166	4.725684
368.225782	12.489018	366.928761	4.725684
368.298976	12.480272	366.964775	4.725684
368.338554	12.480272	367.007930	4.667746
368.378686	12.480272	367.048511	4.667746
368.422906	12.503612	367.122251	4.630908
368.460859	12.503612	367.165676	4.630908
368.498384	12.503612	367.202344	4.630908
368.543937	12.499612	367.242067	4.630908
368.587698	12.499612	367.283284	4.566520
368.624634	12.499612	367.341493	4.566520
368.675940	12.531293	367.379321	4.566520
368.714503	12.531293	367.422002	4.516835
368.754515	12.531293	367.462948	4.516835
368.800222	12.526907	367.501402	4.516835
368.841075	12.526907	367.545312	4.434796
368.878891	12.526907	367.587332	4.434796
368.935524	12.516956	367.625064	4.434796
368.975408	12.516956	367.696754	4.394560
369.016665	12.516956	367.735634	4.394560
369.058592	12.507419	367.772801	4.394560
369.123179	12.507419	367.818680	4.321664
369.163497	12.507419	367.862450	4.321664
369.204794	12.526424	367.900374	4.321664
369.247764	12.526424	367.966184	4.250775
369.285294	12.526424	368.004527	4.250775
369.355394	12.531135	368.041358	4.250775
369.397973	12.531135	368.083746	4.185395
369.438424	12.513553	368.121856	4.185395
369.482202	12.513553	368.160879	4.185395
369.522990	12.513553	368.205834	4.127351
369.593677	12.534390	368.243649	4.127351
369.635431	12.534390	368.305286	4.127351
369.672149	12.534390	368.351265	4.069266
369.713688	12.536996	368.400589	4.069266
369.758385	12.536996	368.446687	4.002161
369.795216	12.536996	368.488238	4.002161
369.834876	12.536996	368.528781	4.002161
369.887058	12.514991	368.567743	4.002161
369.925971	12.514991	368.607543	3.932990
369.963335	12.514991	368.646149	3.932990
370.005492	12.537971	368.688345	3.932990
370.046918	12.537971	368.729183	3.855667
370.085357	12.537971	368.769738	3.855667
370.126571	12.391927	368.807414	3.855667
370.167564	12.391927	368.847298	3.785031
370.206022	12.391927	368.888548	3.785031
370.248625	12.373225	368.927770	3.785031
370.290663	12.373225	368.964563	3.785031
370.334691	12.373225	369.004754	3.738260
370.373098	12.381576	369.048588	3.738260
370.416631	12.381576	369.120016	3.658954
370.455641	12.381576	369.163532	3.658954
370.529297	12.391271	369.201776	3.658954
370.573276	12.391271	369.241743	3.658954
370.610631	12.391271	369.282542	3.580004
370.655858	12.366039	369.354438	3.580004
370.696414	12.366039	369.394402	3.531142
370.760187	12.366039	369.437806	3.531142
370.805116	12.341726	369.477109	3.531142
370.842249	12.341726	369.515776	3.531142
370.885774	12.341726	369.558087	3.467711
370.926269	12.340011	369.596645	3.467711
370.978175	12.340011	369.639105	3.467711
371.014277	12.340011	369.683922	3.411924
371.056312	12.328276	369.722272	3.411924
371.099216	12.328276	369.759044	3.411924
371.138259	12.328276	369.801435	3.353674
371.181027	12.350148	369.844379	3.353674
371.232052	12.350148	369.883223	3.353674
371.269719	12.350148	369.951712	3.294698
371.310187	12.333220	369.991723	3.294698
371.353071	12.333220	370.029965	3.294698
371.391590	12.333220	370.075242	3.227658
371.429541	12.333220	370.116181	3.227658
371.474542	12.305842	370.155052	3.227658
371.513115	12.305842	370.221091	3.195648
371.551230	12.305842	370.261291	3.195648
371.595855	12.322401	370.298747	3.195648
371.637743	12.322401	370.342843	3.174966
371.677011	12.322401	370.385741	3.174966
371.717963	12.316720	370.424244	3.174966
371.759729	12.316720	370.487856	3.153450
371.796731	12.316720	370.527960	3.153450
371.834311	12.316720	370.563188	3.153450
371.877495	12.342392	370.605717	3.146390
371.917651	12.342392	370.647625	3.146390
371.955463	12.342392	370.685856	3.146390
371.997134	12.329502	370.755847	3.129477
372.038967	12.329502	370.794350	3.129477
372.077015	12.329502	370.830625	3.129477
372.119482	12.305550	370.874726	3.136147
372.164071	12.305550	370.915655	3.136147
372.201509	12.305550	370.953897	3.136147
372.241888	12.318360	371.000071	3.141073
372.283559	12.318360	371.039301	3.141073
372.323509	12.318360	371.115013	3.141073
372.362829	12.318360	371.158040	3.155870
372.409258	12.332136	371.200875	3.155870
372.451523	12.332136	371.243825	3.155870
372.490623	12.332136	371.287166	3.169754
372.566056	12.364245	371.330270	3.169754
372.608412	12.364245	371.369351	3.169754
372.656208	12.343932	371.410221	3.184184
372.695497	12.343932	371.449309	3.184184
372.738700	12.343932	371.490723	3.184184
372.778554	12.336635	371.536574	3.197737
372.844172	12.336635	371.577932	3.197737
372.886471	12.336635	371.616903	3.197737
372.926483	12.356595	371.658505	3.229925
372.969478	12.356595	371.703527	3.229925
373.008548	12.356595	371.742514	3.229925
373.076427	12.353725	371.806112	3.235418
373.119717	12.353725	371.849521	3.235418
373.156531	12.353725	371.885221	3.235418
373.203021	12.388514	371.927058	3.271606
373.241474	12.388514	371.968292	3.271606
373.312245	12.371204	372.038059	3.271606
373.354727	12.371204	372.081850	3.293273
373.392781	12.371204	372.119760	3.293273
373.431369	12.371204	372.159166	3.293273
373.473495	12.365064	372.201591	3.309238
373.515574	12.365064	372.259902	3.309238
373.552884	12.365064	372.298639	3.309238
373.602823	12.363383	372.340325	3.338604
373.638476	12.363383	372.379907	3.338604
373.698014	12.363383	372.418055	3.338604
373.743587	12.391578	372.458323	3.354191
373.780911	12.391578	372.502554	3.354191
373.821477	12.391578	372.540200	3.354191
373.863829	12.403579	372.605320	3.379602
373.932366	12.403579	372.645270	3.379602
373.975915	12.403016	372.682448	3.379602
374.015026	12.403016	372.722896	3.389105
374.058383	12.403016	372.770399	3.389105
374.094639	12.403016	372.807797	3.389105
374.165350	12.399926	372.873371	3.397494
374.208118	12.399926	372.915292	3.397494
374.249491	12.393736	372.952048	3.397494
374.290446	12.393736	372.995310	3.384052
374.330378	12.393736	373.038073	3.384052
374.369182	12.418295	373.102540	3.384052
374.413524	12.418295	373.145719	3.383999
374.450951	12.418295	373.186122	3.383999
374.489091	12.418295	373.224752	3.383999
374.559509	12.450746	373.271040	3.387831
374.599905	12.450746	373.327592	3.387831
374.639275	12.450746	373.366038	3.387831
374.684880	12.433438	373.408723	3.392186
374.723002	12.433438	373.448287	3.392186
374.761957	12.433438	373.486699	3.392186
374.806298	12.444669	373.527261	3.406297
374.846545	12.444669	373.571625	3.406297
374.886603	12.444669	373.610869	3.406297
374.932796	12.448892	373.655800	3.439458
374.973216	12.448892	373.695209	3.439458
375.049155	12.466801	373.761499	3.439458
375.091730	12.466801	373.801820	4.985183
375.129570	12.466801	373.846723	4.985183
375.172490	12.480620	373.888385	4.985183
375.215232	12.480620	373.932656	4.999807
375.254271	12.480620	373.975221	4.999807
375.292191	12.480620	374.014393	4.999807
375.338366	12.481248	374.054706	5.036223
375.379508	12.481248	374.094989	5.036223
375.416221	12.481248	374.134637	5.036223
375.459363	12.480854	374.171361	5.036223
375.501545	12.480854	374.214437	5.044499
375.541430	12.480854	374.256126	5.044499
375.582706	12.495447	374.293872	5.044499
375.623315	12.495447	374.360959	5.012817
375.661582	12.495447	374.399956	5.012817
375.701203	12.495447	374.439181	5.012817
375.745740	12.505510	374.480469	5.008330
375.783852	12.505510	374.517571	5.008330
375.821722	12.505510	374.555722	5.008330
375.863989	12.508680	374.601367	5.026465
375.906333	12.508680	374.640137	5.026465
375.943934	12.508680	374.698880	5.026465
375.984908	12.510723	374.738906	5.024619
376.024986	12.510723	374.782208	5.024619
376.066285	12.510723	374.824724	5.024619
376.104434	12.510723	374.870560	5.049783
376.146393	12.508569	374.911210	5.049783
376.185827	12.508569	374.949367	5.049783
376.223779	12.508569	374.987346	5.049783
376.293056	12.501027	375.027831	5.025009
376.333661	12.501027	375.067079	5.025009
376.375420	12.525065	375.102986	5.025009
376.417050	12.525065	375.147341	4.998051
376.457576	12.525065	375.185107	4.998051
376.495080	12.525065	375.226091	4.998051
376.544934	12.520497	375.269778	4.992441
376.583637	12.520497	375.310432	4.992441
376.619150	12.520497	375.351236	4.992441
376.665535	12.496249	375.389027	4.926636
376.709066	12.496249	375.428538	4.926636
376.746266	12.496249	375.467758	4.926636
376.823387	12.501833	375.505531	4.926636
376.862526	12.501833	375.554135	4.874326
376.901997	12.501833	375.592927	4.874326
376.948087	12.521427	375.660367	4.825783
376.988247	12.521427	375.698083	4.825783
377.032706	12.521427	375.739639	4.825783
377.072558	12.530721	375.783657	4.776277
377.138099	12.530721	375.824539	4.776277
377.176553	12.517210	375.865612	4.776277
377.220474	12.517210	375.904474	4.776277
377.257636	12.517210	375.949690	4.717100
377.296284	12.517210	375.989816	4.717100
377.342832	12.518209	376.028007	4.717100
377.382264	12.518209	376.077033	4.686122
377.427123	12.518209	376.118530	4.686122
377.467667	12.382364	376.190669	4.620567
377.530006	12.382364	376.236191	4.620567
377.569758	12.367415	376.274689	4.620567
377.610962	12.367415	376.334528	4.535988
377.652217	12.367415	376.384265	4.535988
377.690876	12.367415	376.424489	4.535988
377.733254	12.397816	376.470882	4.486757
377.775958	12.397816	376.513282	4.486757
377.815182	12.397816	376.553063	4.486757
377.860905	12.360614	376.624952	4.417101
377.897841	12.360614	376.665396	4.417101
377.942746	12.360614	376.700879	4.417101
377.980355	12.366603	376.744869	4.353407
378.020123	12.366603	376.787865	4.353407
378.063581	12.366603	376.826883	4.353407
378.104091	12.366603	376.893473	4.307434
378.178512	12.349038	376.934289	4.307434
378.217186	12.349038	376.971410	4.307434
378.261476	12.342965	377.016078	4.213302
378.299144	12.342965	377.053030	4.213302
378.338711	12.342965	377.091986	4.213302
378.384702	12.337336	377.139218	4.155584
378.443624	12.337336	377.176342	4.155584
378.480503	12.337336	377.247675	4.123465
378.523423	12.322331	377.288170	4.123465
378.564930	12.322331	377.330387	4.123465
378.602266	12.322331	377.371471	4.123465
378.643115	12.309805	377.416578	4.044150
378.685633	12.309805	377.456738	4.044150
378.725316	12.309805	377.495288	4.044150
378.763628	12.311972	377.534765	3.947995
378.805954	12.311972	377.576042	3.947995
378.846692	12.311972	377.613176	3.947995
378.884112	12.311972	377.654359	3.891728
378.926439	12.315051	377.696613	3.891728
378.968970	12.315051	377.733010	3.891728
379.006717	12.315051	377.773042	3.817406
379.049877	12.328545	377.819426	3.817406
379.090936	12.328545	377.856217	3.817406
379.129566	12.328545	377.923396	3.776419
379.170505	12.290389	377.965914	3.776419
379.211689	12.290389	378.002540	3.776419
379.251588	12.290389	378.043526	3.776419
379.290555	12.290389	378.083673	3.718437
379.338227	12.324488	378.154954	3.718437
379.377131	12.324488	378.200655	3.640750
379.451006	12.318107	378.240219	3.640750
379.494621	12.318107	378.280933	3.640750
379.531459	12.318107	378.320795	3.569667
379.576617	12.331732	378.391034	3.569667
379.618587	12.331732	378.431037	3.569667
379.685271	12.331732	378.473732	3.510247
379.728979	12.347660	378.516127	3.510247
379.769203	12.347660	378.552931	3.510247
379.808381	12.347660	378.595933	3.471383
379.854880	12.326369	378.639399	3.471383
379.893877	12.326369	378.677437	3.471383
379.938031	12.326369	378.752570	3.426161
379.978151	12.340647	378.792710	3.426161
380.044211	12.340647	378.829700	3.426161
380.081610	12.340647	378.873430	3.366751
380.128438	12.348800	378.914728	3.366751
380.170778	12.348800	378.989202	3.336064
380.211721	12.348800	379.031795	3.336064
380.252832	12.350560	379.075737	3.336064
380.299384	12.350560	379.113506	3.336064
380.336392	12.350560	379.191384	3.308246
380.379097	12.365904	379.228050	3.308246
380.420100	12.365904	379.268775	3.294965
380.493108	12.365904	379.312518	3.294965
380.538527	12.341093	379.350878	3.294965
380.575784	12.341093	379.425414	3.298325
380.612482	12.341093	379.465822	3.298325
380.659756	12.363492	379.503721	3.298325
380.700070	12.363492	379.551632	3.265819
380.764761	12.363492	379.590360	3.265819
380.807458	12.375576	379.659698	3.250298
380.844496	12.375576	379.701084	3.250298
380.883247	12.375576	379.743555	3.250298
380.927374	12.376208	379.784349	3.234874
380.966261	12.376208	379.843859	3.234874
381.008595	12.376208	379.882633	3.234874
381.049566	12.361245	379.921833	3.305502
381.112338	12.361245	379.962971	3.305502
381.155104	12.361245	380.002978	3.305502
381.195886	12.387637	380.041757	3.305502
381.239136	12.387637	380.084146	3.281476
381.276310	12.387637	380.123907	3.281476
381.346426	12.410509	380.166837	3.281476
381.388570	12.410509	380.212569	3.293550
381.426499	12.410509	380.249791	3.293550
381.469195	12.390238	380.286222	3.293550
381.510487	12.390238	380.326956	3.291996
381.548775	12.390238	380.370532	3.291996
381.596946	12.424430	380.407080	3.291996
381.635476	12.424430	380.469689	3.337880
381.694130	12.424430	380.510419	3.337880
381.734136	12.399746	380.547538	3.337880
381.782216	12.399746	380.589671	3.356012
381.819498	12.399746	380.631824	3.356012
381.861914	12.408475	380.670735	3.356012
381.937862	12.408475	380.736960	3.379350
381.977503	12.434090	380.776098	3.379350
382.018830	12.434090	380.814912	3.379350
382.061316	12.434090	380.858799	3.391210
382.101084	12.442533	380.903225	3.391210
382.143647	12.442533	380.942417	3.391210
382.183676	12.442533	381.002709	3.425450
382.222573	12.442533	381.042920	3.425450
382.267109	12.462921	381.080845	3.425450
382.309301	12.462921	381.122392	3.430760
382.346548	12.462921	381.167673	3.430760
382.393883	12.459258	381.205256	3.430760
382.431880	12.459258	381.286726	3.471687
382.475327	12.459258	381.326653	3.471687
382.516568	12.461582	381.363219	3.471687
382.559313	12.461582	381.411593	3.491373
382.599307	12.461582	381.449657	3.491373
382.673403	12.468872	381.512372	3.491373
382.714843	12.468872	381.553190	3.510900
382.752756	12.468872	381.592528	3.510900
382.799277	12.498175	381.632091	3.510900
382.839650	12.498175	381.673314	3.522835
382.908103	12.481912	381.712605	3.522835
382.952041	12.481912	381.750158	3.522835
382.989548	12.481912	381.798017	3.538200
383.031762	12.481912	381.836096	3.538200
383.080524	12.485013	381.901863	3.538200
383.150088	12.485013	381.944166	3.537145
383.195487	12.491435	381.986698	3.537145
383.235766	12.491435	382.028734	3.537145
383.273520	12.491435	382.071993	3.543560
383.319078	12.496551	382.115007	3.543560
383.360230	12.496551	382.152592	3.543560
383.417964	12.496551	382.191863	3.562545
383.462341	12.518759	382.231748	3.562545
383.502100	12.518759	382.269805	3.562545
383.544131	12.518759	382.306190	3.562545
383.587842	12.518842	382.354870	3.582570
383.655514	12.518842	382.396341	3.582570
383.697866	12.516017	382.434928	3.582570
383.737699	12.516017	382.499585	3.692656
383.780032	12.516017	382.536989	3.692656
383.818918	12.516017	382.575294	5.020660
383.889370	12.506086	382.618118	5.020660
383.929818	12.506086	382.656395	5.020660
383.968100	12.506123	382.693700	5.020660
384.012283	12.506123	382.739665	5.007274
384.051546	12.506123	382.777552	5.007274
384.123621	12.528432	382.841483	5.007274
384.165386	12.528432	382.884047	5.041980
384.201759	12.528432	382.926190	5.041980
384.248658	12.506752	382.968851	5.041980
384.286879	12.506752	383.011863	5.024651
384.357119	12.506752	383.051406	5.024651
384.400317	12.497826	383.088380	5.024651
384.436770	12.497826	383.128099	5.024353
384.478082	12.497826	383.168534	5.024353
384.518352	12.508292	383.209078	5.024353
384.569170	12.508292	383.250188	4.988846
384.605958	12.508292	383.290960	4.988846
384.646438	12.505506	383.329667	4.988846
384.690648	12.505506	383.370126	4.988846
384.729146	12.505506	383.415808	5.006233
384.810051	12.522055	383.454765	5.006233
384.851948	12.522055	383.516189	5.006835
384.891221	12.522055	383.559489	5.006835
384.933820	12.387000	383.599540	5.006835
