NO polarizer: t (s)	NO polarizer: int (a.u.)	YES polarizer: t (s)	YES polarizer: int (a.u.)	
690.892506	13.587367	0.000000	0.000000
690.942479	13.474453	0.000000	0.000000
690.983274	13.474453	0.000000	0.000000
691.044992	13.466740	0.000000	0.000000
691.089262	13.466740	0.000000	0.000000
691.125434	13.466740	0.000000	0.000000
691.171995	13.461491	0.000000	0.000000
691.212165	13.461491	0.000000	0.000000
691.279947	13.461491	0.000000	0.000000
691.324623	13.451335	0.000000	0.000000
691.361690	13.451335	0.000000	0.000000
691.399671	13.451335	0.000000	0.000000
691.443913	13.453384	0.000000	0.000000
691.487539	13.453384	0.000000	0.000000
691.549619	13.453384	0.000000	0.000000
691.591231	13.441643	0.000000	0.000000
691.630943	13.441643	0.000000	0.000000
691.669635	13.441643	0.000000	0.000000
691.713187	13.449881	0.000000	0.000000
691.758092	13.449881	0.000000	0.000000
691.794103	13.449881	0.000000	0.000000
691.837471	13.445023	0.000000	0.000000
691.883619	13.445023	0.000000	0.000000
691.955937	13.445023	0.000000	0.000000
691.997909	13.442398	0.000000	0.000000
692.038766	13.442398	0.000000	0.000000
692.075501	13.442398	0.000000	0.000000
692.122833	13.439924	0.000000	0.000000
692.168068	13.439924	0.000000	0.000000
692.204896	13.439924	0.000000	0.000000
692.246796	13.425664	0.000000	0.000000
692.288774	13.425664	0.000000	0.000000
692.360150	13.425664	0.000000	0.000000
692.404874	13.413721	0.000000	0.000000
692.443435	13.413721	0.000000	0.000000
692.488001	13.413721	0.000000	0.000000
692.528245	13.417390	0.000000	0.000000
692.575492	13.417390	0.000000	0.000000
692.612345	13.417390	0.000000	0.000000
692.654799	13.395738	0.000000	0.000000
692.698613	13.395738	0.000000	0.000000
692.737102	13.395738	0.000000	0.000000
692.781910	13.406364	0.000000	0.000000
692.828826	13.406364	0.000000	0.000000
692.866301	13.406364	0.000000	0.000000
692.908256	13.399222	0.000000	0.000000
692.950986	13.399222	0.000000	0.000000
692.989202	13.399222	0.000000	0.000000
693.028795	13.399222	0.000000	0.000000
693.076099	13.392042	0.000000	0.000000
693.116219	13.392042	0.000000	0.000000
693.154707	13.392042	0.000000	0.000000
693.199286	13.369378	0.000000	0.000000
693.239576	13.369378	0.000000	0.000000
693.279139	13.369378	0.000000	0.000000
693.324403	13.385548	0.000000	0.000000
693.366073	13.385548	0.000000	0.000000
693.407447	13.385548	0.000000	0.000000
693.447819	13.401780	0.000000	0.000000
693.490262	13.401780	0.000000	0.000000
693.529485	13.401780	0.000000	0.000000
693.599136	13.375356	0.000000	0.000000
693.642653	13.375356	0.000000	0.000000
693.680506	13.375356	0.000000	0.000000
693.726075	13.374124	0.000000	0.000000
693.766484	13.374124	0.000000	0.000000
693.831336	13.374124	0.000000	0.000000
693.876699	13.392759	0.000000	0.000000
693.914463	13.392759	0.000000	0.000000
693.957415	13.392759	0.000000	0.000000
693.998699	13.377179	0.000000	0.000000
694.048309	13.377179	0.000000	0.000000
694.084186	13.377179	0.000000	0.000000
694.124983	13.403373	0.000000	0.000000
694.168892	13.403373	0.000000	0.000000
694.207689	13.403373	0.000000	0.000000
694.273306	13.393657	0.000000	0.000000
694.314737	13.393657	0.000000	0.000000
694.351528	13.393657	0.000000	0.000000
694.397005	13.382677	0.000000	0.000000
694.437285	13.382677	0.000000	0.000000
694.475099	13.382677	0.000000	0.000000
694.522761	13.387909	0.000000	0.000000
694.560180	13.387909	0.000000	0.000000
694.602722	13.387909	0.000000	0.000000
694.642024	13.394161	0.000000	0.000000
694.687531	13.394161	0.000000	0.000000
694.725238	13.394161	0.000000	0.000000
694.791197	13.400155	0.000000	0.000000
694.834431	13.400155	0.000000	0.000000
694.871290	13.400155	0.000000	0.000000
694.917148	13.390928	0.000000	0.000000
694.956491	13.390928	0.000000	0.000000
695.024548	13.390928	0.000000	0.000000
695.069149	13.388694	0.000000	0.000000
695.106028	13.388694	0.000000	0.000000
695.145790	13.388694	0.000000	0.000000
695.194274	13.393024	0.000000	0.000000
695.233762	13.393024	0.000000	0.000000
695.307435	13.397084	0.000000	0.000000
695.350439	13.397084	0.000000	0.000000
695.389172	13.397084	0.000000	0.000000
695.428089	13.397084	0.000000	0.000000
695.472935	13.414127	0.000000	0.000000
695.512789	13.414127	0.000000	0.000000
695.552630	13.414127	0.000000	0.000000
695.594560	13.396643	0.000000	0.000000
695.637621	13.396643	0.000000	0.000000
695.674240	13.396643	0.000000	0.000000
695.718498	13.409766	0.000000	0.000000
695.760887	13.409766	0.000000	0.000000
695.800131	13.409766	0.000000	0.000000
695.840437	13.416044	0.000000	0.000000
695.881092	13.416044	0.000000	0.000000
695.920648	13.416044	0.000000	0.000000
695.960603	13.416044	0.000000	0.000000
696.003431	13.412187	0.000000	0.000000
696.045942	13.412187	0.000000	0.000000
696.082544	13.412187	0.000000	0.000000
696.129104	13.430895	0.000000	0.000000
696.168849	13.430895	0.000000	0.000000
696.229833	13.430895	0.000000	0.000000
696.274131	13.408146	0.000000	0.000000
696.311580	13.408146	0.000000	0.000000
696.356567	13.408146	0.000000	0.000000
696.399267	13.431326	0.000000	0.000000
696.447177	13.431326	0.000000	0.000000
696.484013	13.431326	0.000000	0.000000
696.526519	13.418823	0.000000	0.000000
696.569712	13.418823	0.000000	0.000000
696.609676	13.418823	0.000000	0.000000
696.672528	13.441364	0.000000	0.000000
696.711559	13.441364	0.000000	0.000000
696.749798	13.441364	0.000000	0.000000
696.792798	13.425596	0.000000	0.000000
696.831939	13.425596	0.000000	0.000000
696.874207	13.425596	0.000000	0.000000
696.920179	13.412085	0.000000	0.000000
696.957887	13.412085	0.000000	0.000000
697.001097	13.412085	0.000000	0.000000
697.039886	13.435068	0.000000	0.000000
697.088338	13.435068	0.000000	0.000000
697.124931	13.435068	0.000000	0.000000
697.172389	13.421934	0.000000	0.000000
697.214152	13.421934	0.000000	0.000000
697.254497	13.421934	0.000000	0.000000
697.298099	13.463478	0.000000	0.000000
697.339557	13.463478	0.000000	0.000000
697.402209	13.463478	0.000000	0.000000
697.444479	13.454706	0.000000	0.000000
697.488733	13.454706	0.000000	0.000000
697.526213	13.454706	0.000000	0.000000
697.567317	13.442301	0.000000	0.000000
697.612734	13.442301	0.000000	0.000000
697.652977	13.442301	0.000000	0.000000
697.718598	13.426888	0.000000	0.000000
697.759886	13.426888	0.000000	0.000000
697.795398	13.426888	0.000000	0.000000
697.834007	13.426888	0.000000	0.000000
697.883835	13.457967	0.000000	0.000000
697.922515	13.457967	0.000000	0.000000
697.961400	13.457967	0.000000	0.000000
698.005968	13.462377	0.000000	0.000000
698.045536	13.462377	0.000000	0.000000
698.084556	13.462377	0.000000	0.000000
698.129697	13.459760	0.000000	0.000000
698.171181	13.459760	0.000000	0.000000
698.210995	13.459760	0.000000	0.000000
698.251676	13.449384	0.000000	0.000000
698.292298	13.449384	0.000000	0.000000
698.333259	13.449384	0.000000	0.000000
698.373459	13.448071	0.000000	0.000000
698.412788	13.448071	0.000000	0.000000
698.453347	13.448071	0.000000	0.000000
698.491746	13.448071	0.000000	0.000000
698.532995	13.478563	0.000000	0.000000
698.572250	13.478563	0.000000	0.000000
698.609899	13.478563	0.000000	0.000000
698.651778	13.476248	0.000000	0.000000
698.692073	13.476248	0.000000	0.000000
698.732416	13.476248	0.000000	0.000000
698.772131	13.460521	0.000000	0.000000
698.813125	13.460521	0.000000	0.000000
698.853611	13.460521	0.000000	0.000000
698.889696	13.460521	0.000000	0.000000
698.954664	13.473990	0.000000	0.000000
698.993705	13.473990	0.000000	0.000000
699.033235	13.473990	0.000000	0.000000
699.073926	13.489326	0.000000	0.000000
699.115349	13.489326	0.000000	0.000000
699.159212	13.489326	0.000000	0.000000
699.205291	13.487443	0.000000	0.000000
699.242495	13.487443	0.000000	0.000000
699.286847	13.487443	0.000000	0.000000
699.329803	13.519792	0.000000	0.000000
699.375331	13.519792	0.000000	0.000000
699.411226	13.519792	0.000000	0.000000
699.451350	13.520259	0.000000	0.000000
699.527699	13.520259	0.000000	0.000000
699.567093	13.496591	0.000000	0.000000
699.610431	13.496591	0.000000	0.000000
699.652935	13.496591	0.000000	0.000000
699.691926	13.506477	0.000000	0.000000
699.735075	13.506477	0.000000	0.000000
699.775370	13.506477	0.000000	0.000000
699.812366	13.506477	0.000000	0.000000
699.855935	13.538220	0.000000	0.000000
699.893792	13.538220	0.000000	0.000000
699.934839	13.538220	0.000000	0.000000
699.977877	13.535364	0.000000	0.000000
700.018328	13.535364	0.000000	0.000000
700.061190	13.535364	0.000000	0.000000
700.101909	13.548805	0.000000	0.000000
700.154528	13.548805	0.000000	0.000000
700.191139	13.548805	0.000000	0.000000
700.233103	13.548805	0.000000	0.000000
700.282568	13.552455	0.000000	0.000000
700.354575	13.552455	0.000000	0.000000
700.402407	13.537164	0.000000	0.000000
700.440805	13.537164	0.000000	0.000000
700.480295	13.537164	0.000000	0.000000
700.526650	13.572894	0.000000	0.000000
700.567188	13.572894	0.000000	0.000000
700.639395	13.569362	0.000000	0.000000
700.681065	13.569362	0.000000	0.000000
700.722051	13.569362	0.000000	0.000000
700.760569	13.569362	0.000000	0.000000
700.804072	13.547942	0.000000	0.000000
700.842869	13.547942	0.000000	0.000000
700.881008	13.547942	0.000000	0.000000
700.928629	13.569844	0.000000	0.000000
700.967090	13.569844	0.000000	0.000000
701.004872	13.569844	0.000000	0.000000
701.074247	13.582055	0.000000	0.000000
701.115672	13.582055	0.000000	0.000000
701.152417	13.582055	0.000000	0.000000
701.196327	13.581091	0.000000	0.000000
701.237695	13.581091	0.000000	0.000000
701.276583	13.581091	0.000000	0.000000
701.323317	13.584927	0.000000	0.000000
701.361176	13.584927	0.000000	0.000000
701.399778	13.584927	0.000000	0.000000
701.465416	13.577609	0.000000	0.000000
701.501845	13.577609	0.000000	0.000000
701.542338	13.577609	0.000000	0.000000
701.587130	13.560380	0.000000	0.000000
701.624656	13.560380	0.000000	0.000000
701.666917	13.560380	0.000000	0.000000
701.709350	13.564752	0.000000	0.000000
701.776981	13.564752	0.000000	0.000000
701.817876	13.564752	0.000000	0.000000
701.858056	13.606489	0.000000	0.000000
701.900315	13.606489	0.000000	0.000000
701.940320	13.606489	0.000000	0.000000
702.007210	13.579876	0.000000	0.000000
702.049635	13.579876	0.000000	0.000000
702.088075	13.579876	0.000000	0.000000
702.130201	13.587310	0.000000	0.000000
702.170925	13.587310	0.000000	0.000000
702.239072	13.592876	0.000000	0.000000
702.283026	13.592876	0.000000	0.000000
702.321484	13.592876	0.000000	0.000000
702.360775	13.592876	0.000000	0.000000
702.406973	13.587049	0.000000	0.000000
702.446546	13.587049	0.000000	0.000000
702.512126	13.630245	0.000000	0.000000
702.554500	13.630245	0.000000	0.000000
702.591053	13.630245	0.000000	0.000000
702.628135	13.630245	0.000000	0.000000
702.672505	13.601499	0.000000	0.000000
702.715693	13.601499	0.000000	0.000000
702.754438	13.601499	0.000000	0.000000
702.813315	13.580756	0.000000	0.000000
702.853137	13.580756	0.000000	0.000000
702.920422	13.587671	0.000000	0.000000
702.962947	13.587671	0.000000	0.000000
703.001750	13.587671	0.000000	0.000000
703.042395	13.611800	0.000000	0.000000
703.086396	13.611800	0.000000	0.000000
703.123621	13.611800	0.000000	0.000000
703.161602	13.611800	0.000000	0.000000
703.204761	13.598157	0.000000	0.000000
703.243819	13.598157	0.000000	0.000000
703.280472	13.598157	0.000000	0.000000
703.324887	13.597051	0.000000	0.000000
703.367338	13.597051	0.000000	0.000000
703.405797	13.597051	0.000000	0.000000
703.447547	13.592174	0.000000	0.000000
703.488597	13.592174	0.000000	0.000000
703.527037	13.592174	0.000000	0.000000
703.568574	13.595309	0.000000	0.000000
703.610699	13.595309	0.000000	0.000000
703.650047	13.595309	0.000000	0.000000
703.688906	13.595309	0.000000	0.000000
703.730356	13.607747	0.000000	0.000000
703.772546	13.607747	0.000000	0.000000
703.808884	13.607747	0.000000	0.000000
703.852133	13.621613	0.000000	0.000000
703.893928	13.621613	0.000000	0.000000
703.932339	13.621613	0.000000	0.000000
703.973927	13.583003	0.000000	0.000000
704.015306	13.583003	0.000000	0.000000
704.054512	13.583003	0.000000	0.000000
704.093725	13.601233	0.000000	0.000000
704.170544	13.601233	0.000000	0.000000
704.209872	13.601233	0.000000	0.000000
704.254502	13.607019	0.000000	0.000000
704.292773	13.607019	0.000000	0.000000
704.335441	13.607019	0.000000	0.000000
704.375573	13.589183	0.000000	0.000000
704.449596	13.589183	0.000000	0.000000
704.488253	13.589183	0.000000	0.000000
704.541800	13.476794	0.000000	0.000000
704.578362	13.476794	0.000000	0.000000
704.623442	13.468469	0.000000	0.000000
704.663128	13.468469	0.000000	0.000000
704.729171	13.468469	0.000000	0.000000
704.774627	13.475898	0.000000	0.000000
704.815232	13.475898	0.000000	0.000000
704.857782	13.475898	0.000000	0.000000
704.895649	13.472155	0.000000	0.000000
704.943787	13.472155	0.000000	0.000000
704.981692	13.472155	0.000000	0.000000
705.026787	13.486322	0.000000	0.000000
705.067761	13.486322	0.000000	0.000000
705.137595	13.486322	0.000000	0.000000
705.182090	13.456207	0.000000	0.000000
705.221958	13.456207	0.000000	0.000000
705.263728	13.456207	0.000000	0.000000
705.304475	13.449830	0.000000	0.000000
705.360254	13.449830	0.000000	0.000000
705.398705	13.449830	0.000000	0.000000
705.445116	13.435437	0.000000	0.000000
705.485061	13.435437	0.000000	0.000000
705.544196	13.435437	0.000000	0.000000
705.588374	13.429373	0.000000	0.000000
705.627914	13.429373	0.000000	0.000000
705.671534	13.429373	0.000000	0.000000
705.714756	13.452796	0.000000	0.000000
705.765073	13.452796	0.000000	0.000000
705.801204	13.452796	0.000000	0.000000
705.843883	13.426385	0.000000	0.000000
705.889417	13.426385	0.000000	0.000000
705.928423	13.426385	0.000000	0.000000
705.994977	13.421732	0.000000	0.000000
706.036269	13.421732	0.000000	0.000000
706.074174	13.421732	0.000000	0.000000
706.117570	13.422578	0.000000	0.000000
706.159446	13.422578	0.000000	0.000000
706.197007	13.422578	0.000000	0.000000
706.238088	13.414255	0.000000	0.000000
706.277924	13.414255	0.000000	0.000000
706.317920	13.414255	0.000000	0.000000
706.360007	13.414255	0.000000	0.000000
706.402596	13.417949	0.000000	0.000000
706.441418	13.417949	0.000000	0.000000
706.480765	13.417949	0.000000	0.000000
706.519970	13.398238	0.000000	0.000000
706.563403	13.398238	0.000000	0.000000
706.602644	13.398238	0.000000	0.000000
706.665261	13.397257	0.000000	0.000000
706.704957	13.397257	0.000000	0.000000
706.742151	13.397257	0.000000	0.000000
706.786297	13.390328	0.000000	0.000000
706.829437	13.390328	0.000000	0.000000
706.866773	13.390328	0.000000	0.000000
706.908813	13.396562	0.000000	0.000000
706.947830	13.396562	0.000000	0.000000
706.986962	13.396562	0.000000	0.000000
707.031520	13.393265	0.000000	0.000000
707.072851	13.393265	0.000000	0.000000
707.115622	13.393265	0.000000	0.000000
707.153559	13.393265	0.000000	0.000000
707.204350	13.381342	0.000000	0.000000
707.243000	13.381342	0.000000	0.000000
707.286308	13.381342	0.000000	0.000000
707.331029	13.385261	0.000000	0.000000
707.370252	13.385261	0.000000	0.000000
707.409696	13.385261	0.000000	0.000000
707.476885	13.402474	0.000000	0.000000
707.517719	13.402474	0.000000	0.000000
707.555519	13.402474	0.000000	0.000000
707.601381	13.417684	0.000000	0.000000
707.640421	13.417684	0.000000	0.000000
707.709806	13.403509	0.000000	0.000000
707.754578	13.403509	0.000000	0.000000
707.791413	13.403509	0.000000	0.000000
707.837128	13.386590	0.000000	0.000000
707.878323	13.386590	0.000000	0.000000
707.942781	13.386590	0.000000	0.000000
707.989684	13.407144	0.000000	0.000000
708.027439	13.407144	0.000000	0.000000
708.071659	13.407144	0.000000	0.000000
708.111176	13.403460	0.000000	0.000000
708.161747	13.403460	0.000000	0.000000
708.201384	13.403460	0.000000	0.000000
708.242794	13.414185	0.000000	0.000000
708.286704	13.414185	0.000000	0.000000
708.327854	13.414185	0.000000	0.000000
708.398809	13.406333	0.000000	0.000000
708.442417	13.406333	0.000000	0.000000
708.482600	13.406333	0.000000	0.000000
708.525187	13.389775	0.000000	0.000000
708.564747	13.389775	0.000000	0.000000
708.606632	13.389775	0.000000	0.000000
708.657160	13.390873	0.000000	0.000000
708.695287	13.390873	0.000000	0.000000
708.733492	13.390873	0.000000	0.000000
708.802628	13.397770	0.000000	0.000000
708.841603	13.397770	0.000000	0.000000
708.879687	13.397770	0.000000	0.000000
708.923075	13.414180	0.000000	0.000000
708.962336	13.414180	0.000000	0.000000
708.999701	13.414180	0.000000	0.000000
709.046801	13.406617	0.000000	0.000000
709.085077	13.406617	0.000000	0.000000
709.129915	13.406617	0.000000	0.000000
709.169509	13.412404	0.000000	0.000000
709.217350	13.412404	0.000000	0.000000
709.256342	13.412404	0.000000	0.000000
709.305314	13.405307	0.000000	0.000000
709.345725	13.405307	0.000000	0.000000
709.386077	13.405307	0.000000	0.000000
709.430541	13.403234	0.000000	0.000000
709.472116	13.403234	0.000000	0.000000
709.537810	13.403234	0.000000	0.000000
709.580748	13.439162	0.000000	0.000000
709.620127	13.439162	0.000000	0.000000
